"","type","street","month","latitude","longitude","ward"
"1","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.483135","-1.895820","Ladywood"
"2","anti-social-behaviour","On or near Cox Street","2017-11","52.486388","-1.905311","Ladywood"
"3","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"4","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"5","anti-social-behaviour","On or near Ryland Street","2017-11","52.475349","-1.917996","Ladywood"
"6","anti-social-behaviour","On or near William Street","2017-11","52.473996","-1.912109","Ladywood"
"7","anti-social-behaviour","On or near Printing House Street","2017-11","52.484115","-1.896068","Ladywood"
"8","anti-social-behaviour","On or near Lighthorne Avenue","2017-11","52.480511","-1.920460","Ladywood"
"9","anti-social-behaviour","On or near Arthur Place","2017-11","52.483015","-1.914153","Ladywood"
"10","anti-social-behaviour","On or near Gas Street","2017-11","52.476745","-1.909469","Ladywood"
"11","anti-social-behaviour","On or near Claybrook Street","2017-11","52.473434","-1.895018","Nechells"
"12","anti-social-behaviour","On or near New Meeting Street","2017-11","52.480049","-1.893280","Ladywood"
"13","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.470481","-1.899780","Ladywood"
"14","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"15","anti-social-behaviour","On or near Ludgate Hill","2017-11","52.484131","-1.903740","Ladywood"
"16","anti-social-behaviour","On or near Barwick Street","2017-11","52.482015","-1.899916","Ladywood"
"17","anti-social-behaviour","On or near Navigation Street","2017-11","52.477845","-1.902119","Ladywood"
"18","anti-social-behaviour","On or near Hurst Street","2017-11","52.473615","-1.896181","Nechells"
"19","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"20","anti-social-behaviour","On or near Parking Area","2017-11","52.479850","-1.891720","Ladywood"
"21","anti-social-behaviour","On or near Inge Street","2017-11","52.474039","-1.897961","Nechells"
"22","anti-social-behaviour","On or near Shopping Area","2017-11","52.480169","-1.896092","Ladywood"
"23","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.486610","-1.891688","Nechells"
"24","anti-social-behaviour","On or near Shopping Area","2017-11","52.479224","-1.895697","Ladywood"
"25","anti-social-behaviour","On or near Nightclub","2017-11","52.475316","-1.898415","Nechells"
"26","anti-social-behaviour","On or near New Market Street","2017-11","52.482682","-1.902197","Ladywood"
"27","anti-social-behaviour","On or near Shopping Area","2017-11","52.480054","-1.898419","Ladywood"
"28","anti-social-behaviour","On or near Broad Street","2017-11","52.476514","-1.912590","Ladywood"
"29","anti-social-behaviour","On or near Navigation Street","2017-11","52.477845","-1.902119","Ladywood"
"30","anti-social-behaviour","On or near Warstone Lane","2017-11","52.487042","-1.913365","Ladywood"
"31","anti-social-behaviour","On or near Lighthorne Avenue","2017-11","52.480511","-1.920460","Ladywood"
"32","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"33","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.475540","-1.897605","Nechells"
"34","anti-social-behaviour","On or near New Street","2017-11","52.479273","-1.899834","Ladywood"
"35","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.486823","-1.898815","Aston"
"36","anti-social-behaviour","On or near Shopping Area","2017-11","52.479224","-1.895697","Ladywood"
"37","anti-social-behaviour","On or near Ellen Street","2017-11","52.487505","-1.919534","Soho"
"38","anti-social-behaviour","On or near Livery Street","2017-11","52.485235","-1.902486","Ladywood"
"39","anti-social-behaviour","On or near Shyltons Croft","2017-11","52.477166","-1.919848","Ladywood"
"40","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"41","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"42","anti-social-behaviour","On or near Nightclub","2017-11","52.475571","-1.914403","Ladywood"
"43","anti-social-behaviour","On or near Bexhill Grove","2017-11","52.472475","-1.909050","Ladywood"
"44","anti-social-behaviour","On or near Shopping Area","2017-11","52.481371","-1.893689","Ladywood"
"45","anti-social-behaviour","On or near Warstone Lane","2017-11","52.487042","-1.913365","Ladywood"
"46","anti-social-behaviour","On or near Essex Street","2017-11","52.473410","-1.898169","Nechells"
"47","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"48","anti-social-behaviour","On or near Sherborne Grove","2017-11","52.481833","-1.920840","Ladywood"
"49","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"50","anti-social-behaviour","On or near Shopping Area","2017-11","52.480169","-1.896092","Ladywood"
"51","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.475540","-1.897605","Nechells"
"52","anti-social-behaviour","On or near Chapel Street","2017-11","52.482005","-1.889197","Nechells"
"53","anti-social-behaviour","On or near Ludgate Hill","2017-11","52.484131","-1.903740","Ladywood"
"54","anti-social-behaviour","On or near Newhall Street","2017-11","52.482783","-1.904597","Ladywood"
"55","anti-social-behaviour","On or near Rawlins Street","2017-11","52.474910","-1.920632","Ladywood"
"56","anti-social-behaviour","On or near Rawlins Street","2017-11","52.474910","-1.920632","Ladywood"
"57","anti-social-behaviour","On or near Well Lane","2017-11","52.477143","-1.890814","Nechells"
"58","anti-social-behaviour","On or near Friston Avenue","2017-11","52.474398","-1.919926","Ladywood"
"59","anti-social-behaviour","On or near Shopping Area","2017-11","52.480169","-1.896092","Ladywood"
"60","anti-social-behaviour","On or near Bus/coach Station","2017-11","52.479129","-1.899746","Ladywood"
"61","anti-social-behaviour","On or near Further/higher Educational Building","2017-11","52.481092","-1.903261","Ladywood"
"62","anti-social-behaviour","On or near Wynn Street","2017-11","52.470609","-1.902371","Ladywood"
"63","anti-social-behaviour","On or near Hadfield Croft","2017-11","52.492188","-1.906624","Aston"
"64","anti-social-behaviour","On or near Morville Street","2017-11","52.476349","-1.920247","Ladywood"
"65","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"66","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"67","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"68","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"69","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"70","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"71","anti-social-behaviour","On or near Paradise Street","2017-11","52.479141","-1.903589","Ladywood"
"72","anti-social-behaviour","On or near Frederick Street","2017-11","52.485611","-1.911969","Ladywood"
"73","anti-social-behaviour","On or near Shopping Area","2017-11","52.481371","-1.893689","Ladywood"
"74","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"75","anti-social-behaviour","On or near Temple Passage","2017-11","52.480046","-1.899744","Ladywood"
"76","anti-social-behaviour","On or near Swallow Street","2017-11","52.478556","-1.903237","Ladywood"
"77","anti-social-behaviour","On or near Supermarket","2017-11","52.474073","-1.917939","Ladywood"
"78","anti-social-behaviour","On or near Carver Street","2017-11","52.485776","-1.915620","Ladywood"
"79","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"80","anti-social-behaviour","On or near Howe Street","2017-11","52.484384","-1.885332","Nechells"
"81","anti-social-behaviour","On or near Chapel Street","2017-11","52.482005","-1.889197","Nechells"
"82","anti-social-behaviour","On or near Curzon Street","2017-11","52.482458","-1.883320","Nechells"
"83","anti-social-behaviour","On or near Shopping Area","2017-11","52.481371","-1.893689","Ladywood"
"84","anti-social-behaviour","On or near Bridge Street","2017-11","52.477230","-1.907819","Ladywood"
"85","anti-social-behaviour","On or near Parking Area","2017-11","52.486801","-1.916384","Ladywood"
"86","anti-social-behaviour","On or near Shopping Area","2017-11","52.480169","-1.896092","Ladywood"
"87","anti-social-behaviour","On or near Shopping Area","2017-11","52.479224","-1.895697","Ladywood"
"88","anti-social-behaviour","On or near Parking Area","2017-11","52.486801","-1.916384","Ladywood"
"89","anti-social-behaviour","On or near Parking Area","2017-11","52.478109","-1.905947","Ladywood"
"90","anti-social-behaviour","On or near Nightclub","2017-11","52.475316","-1.898415","Nechells"
"91","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.484795","-1.892164","Nechells"
"92","anti-social-behaviour","On or near Nightclub","2017-11","52.475755","-1.896367","Nechells"
"93","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.489182","-1.913935","Ladywood"
"94","anti-social-behaviour","On or near Bracebridge Street","2017-11","52.494044","-1.890492","Aston"
"95","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"96","anti-social-behaviour","On or near Park Street","2017-11","52.477145","-1.892492","Ladywood"
"97","anti-social-behaviour","On or near Further/higher Educational Building","2017-11","52.475448","-1.885768","Nechells"
"98","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"99","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"100","anti-social-behaviour","On or near Parking Area","2017-11","52.488407","-1.912140","Ladywood"
"101","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"102","anti-social-behaviour","On or near Suffolk Place","2017-11","52.476218","-1.901387","Ladywood"
"103","anti-social-behaviour","On or near Essex Street","2017-11","52.473410","-1.898169","Nechells"
"104","anti-social-behaviour","On or near New Meeting Street","2017-11","52.480049","-1.893280","Ladywood"
"105","anti-social-behaviour","On or near Shopping Area","2017-11","52.479224","-1.895697","Ladywood"
"106","anti-social-behaviour","On or near Rawlins Street","2017-11","52.474910","-1.920632","Ladywood"
"107","anti-social-behaviour","On or near Printing House Street","2017-11","52.484115","-1.896068","Ladywood"
"108","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"109","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.474554","-1.900463","Ladywood"
"110","anti-social-behaviour","On or near Bridge Street","2017-11","52.477230","-1.907819","Ladywood"
"111","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"112","anti-social-behaviour","On or near Barr Street","2017-11","52.491822","-1.909747","Aston"
"113","anti-social-behaviour","On or near Parking Area","2017-11","52.474289","-1.919396","Ladywood"
"114","anti-social-behaviour","On or near Bus/coach Station","2017-11","52.479129","-1.899746","Ladywood"
"115","anti-social-behaviour","On or near Parking Area","2017-11","52.472891","-1.901291","Ladywood"
"116","anti-social-behaviour","On or near Suffolk Place","2017-11","52.476218","-1.901387","Ladywood"
"117","anti-social-behaviour","On or near Shyltons Croft","2017-11","52.477166","-1.919848","Ladywood"
"118","anti-social-behaviour","On or near Parking Area","2017-11","52.475494","-1.896280","Nechells"
"119","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.492333","-1.887580","Nechells"
"120","anti-social-behaviour","On or near Cambridge Street","2017-11","52.480107","-1.908490","Ladywood"
"121","anti-social-behaviour","On or near Bus/coach Station","2017-11","52.479129","-1.899746","Ladywood"
"122","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.478868","-1.910789","Ladywood"
"123","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"124","anti-social-behaviour","On or near Shopping Area","2017-11","52.481371","-1.893689","Ladywood"
"125","anti-social-behaviour","On or near Grosvenor Street West","2017-11","52.475708","-1.916891","Ladywood"
"126","anti-social-behaviour","On or near Pinfold Street","2017-11","52.478888","-1.901469","Ladywood"
"127","anti-social-behaviour","On or near Broad Street","2017-11","52.476514","-1.912590","Ladywood"
"128","anti-social-behaviour","On or near Finstall Close","2017-11","52.487398","-1.878536","Nechells"
"129","anti-social-behaviour","On or near Hinckley Street","2017-11","52.476386","-1.898457","Ladywood"
"130","anti-social-behaviour","On or near Princip Street","2017-11","52.487755","-1.895338","Aston"
"131","anti-social-behaviour","On or near Nightclub","2017-11","52.475571","-1.914403","Ladywood"
"132","anti-social-behaviour","On or near New Street","2017-11","52.479273","-1.899834","Ladywood"
"133","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.478868","-1.910789","Ladywood"
"134","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.478997","-1.893194","Ladywood"
"135","anti-social-behaviour","On or near A4400","2017-11","52.483895","-1.901576","Ladywood"
"136","anti-social-behaviour","On or near Bus/coach Station","2017-11","52.479129","-1.899746","Ladywood"
"137","anti-social-behaviour","On or near Temple Row West","2017-11","52.480918","-1.899742","Ladywood"
"138","anti-social-behaviour","On or near Anderton Street","2017-11","52.482910","-1.917731","Ladywood"
"139","anti-social-behaviour","On or near Aldgate Grove","2017-11","52.491501","-1.902354","Aston"
"140","anti-social-behaviour","On or near Petrol Station","2017-11","52.494025","-1.910096","Aston"
"141","anti-social-behaviour","On or near Shopping Area","2017-11","52.480169","-1.896092","Ladywood"
"142","anti-social-behaviour","On or near Shopping Area","2017-11","52.479366","-1.893782","Ladywood"
"143","anti-social-behaviour","On or near Warstone Lane","2017-11","52.487042","-1.913365","Ladywood"
"144","anti-social-behaviour","On or near Parking Area","2017-11","52.476121","-1.904376","Ladywood"
"145","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"146","anti-social-behaviour","On or near Hadfield Croft","2017-11","52.492188","-1.906624","Aston"
"147","anti-social-behaviour","On or near New Meeting Street","2017-11","52.480049","-1.893280","Ladywood"
"148","anti-social-behaviour","On or near Wheeleys Lane","2017-11","52.471955","-1.911009","Ladywood"
"149","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.486823","-1.898815","Aston"
"150","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"151","anti-social-behaviour","On or near Shopping Area","2017-11","52.476815","-1.895378","Ladywood"
"152","anti-social-behaviour","On or near Pope Street","2017-11","52.485291","-1.916372","Ladywood"
"153","anti-social-behaviour","On or near Macdonald Street","2017-11","52.470303","-1.892229","Nechells"
"154","anti-social-behaviour","On or near Broad Street","2017-11","52.476514","-1.912590","Ladywood"
"155","anti-social-behaviour","On or near Parking Area","2017-11","52.477882","-1.903385","Ladywood"
"156","anti-social-behaviour","On or near Further/higher Educational Building","2017-11","52.482793","-1.885970","Nechells"
"157","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"158","anti-social-behaviour","On or near Nightclub","2017-11","52.485856","-1.902396","Ladywood"
"159","anti-social-behaviour","On or near Carver Street","2017-11","52.485776","-1.915620","Ladywood"
"160","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"161","anti-social-behaviour","On or near Lee Bank Middleway","2017-11","52.468841","-1.906747","Ladywood"
"162","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"163","anti-social-behaviour","On or near Cregoe Street","2017-11","52.471780","-1.906137","Ladywood"
"164","anti-social-behaviour","On or near Nightclub","2017-11","52.475571","-1.914403","Ladywood"
"165","anti-social-behaviour","On or near Hodnet Grove","2017-11","52.469705","-1.896750","Nechells"
"166","anti-social-behaviour","On or near Navigation Street","2017-11","52.477845","-1.902119","Ladywood"
"167","anti-social-behaviour","On or near Shopping Area","2017-11","52.478755","-1.894167","Ladywood"
"168","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"169","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"170","anti-social-behaviour","On or near Ellis Street","2017-11","52.474897","-1.902141","Ladywood"
"171","anti-social-behaviour","On or near Granville Street","2017-11","52.474920","-1.909428","Ladywood"
"172","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"173","anti-social-behaviour","On or near New Meeting Street","2017-11","52.480049","-1.893280","Ladywood"
"174","anti-social-behaviour","On or near Bridge Street","2017-11","52.477230","-1.907819","Ladywood"
"175","anti-social-behaviour","On or near Beak Street","2017-11","52.476550","-1.901636","Ladywood"
"176","anti-social-behaviour","On or near Pinfold Street","2017-11","52.478888","-1.901469","Ladywood"
"177","anti-social-behaviour","On or near Nightclub","2017-11","52.475316","-1.898415","Nechells"
"178","anti-social-behaviour","On or near Parking Area","2017-11","52.472895","-1.895079","Nechells"
"179","anti-social-behaviour","On or near Police Station","2017-11","52.487633","-1.911096","Ladywood"
"180","anti-social-behaviour","On or near Shopping Area","2017-11","52.479366","-1.893782","Ladywood"
"181","anti-social-behaviour","On or near Petrol Station","2017-11","52.494025","-1.910096","Aston"
"182","anti-social-behaviour","On or near Nightclub","2017-11","52.475571","-1.914403","Ladywood"
"183","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"184","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"185","anti-social-behaviour","On or near New Meeting Street","2017-11","52.480049","-1.893280","Ladywood"
"186","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"187","anti-social-behaviour","On or near Parking Area","2017-11","52.482404","-1.892847","Ladywood"
"188","anti-social-behaviour","On or near Constitution Hill","2017-11","52.487601","-1.904425","Aston"
"189","anti-social-behaviour","On or near Shopping Area","2017-11","52.480169","-1.896092","Ladywood"
"190","anti-social-behaviour","On or near Summer Lane","2017-11","52.491741","-1.899128","Aston"
"191","anti-social-behaviour","On or near Middleway View","2017-11","52.484756","-1.922484","Ladywood"
"192","anti-social-behaviour","On or near Parking Area","2017-11","52.482404","-1.892847","Ladywood"
"193","anti-social-behaviour","On or near Nightclub","2017-11","52.474757","-1.896959","Nechells"
"194","anti-social-behaviour","On or near Sandy Way","2017-11","52.474537","-1.913301","Ladywood"
"195","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"196","anti-social-behaviour","On or near Bath Street","2017-11","52.486543","-1.896357","Aston"
"197","anti-social-behaviour","On or near Park/open Space","2017-11","52.481106","-1.923139","Ladywood"
"198","anti-social-behaviour","On or near St Chad's Circus Queensway","2017-11","52.485125","-1.899570","Aston"
"199","anti-social-behaviour","On or near Price Street","2017-11","52.486982","-1.894662","Aston"
"200","anti-social-behaviour","On or near Nightclub","2017-11","52.474394","-1.914670","Ladywood"
"201","anti-social-behaviour","On or near Civic Close","2017-11","52.479938","-1.911523","Ladywood"
"202","anti-social-behaviour","On or near Worcester Street","2017-11","52.478083","-1.895758","Ladywood"
"203","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.472036","-1.899777","Nechells"
"204","anti-social-behaviour","On or near Spring Hill","2017-11","52.485330","-1.921261","Soho"
"205","anti-social-behaviour","On or near Chapel Street","2017-11","52.482005","-1.889197","Nechells"
"206","anti-social-behaviour","On or near Beak Street","2017-11","52.476550","-1.901636","Ladywood"
"207","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"208","anti-social-behaviour","On or near Parking Area","2017-11","52.482404","-1.892847","Ladywood"
"209","anti-social-behaviour","On or near Charlotte Street","2017-11","52.483154","-1.907571","Ladywood"
"210","anti-social-behaviour","On or near Lower Essex Street","2017-11","52.471933","-1.895758","Nechells"
"211","anti-social-behaviour","On or near Shopping Area","2017-11","52.480169","-1.896092","Ladywood"
"212","anti-social-behaviour","On or near Great Hampton Street","2017-11","52.488853","-1.907456","Aston"
"213","anti-social-behaviour","On or near Alcester Street","2017-11","52.471519","-1.884615","Nechells"
"214","anti-social-behaviour","On or near Cox Street","2017-11","52.486388","-1.905311","Ladywood"
"215","anti-social-behaviour","On or near Broad Street","2017-11","52.476514","-1.912590","Ladywood"
"216","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.475540","-1.897605","Nechells"
"217","anti-social-behaviour","On or near Chapel Street","2017-11","52.482005","-1.889197","Nechells"
"218","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"219","anti-social-behaviour","On or near Parking Area","2017-11","52.482404","-1.892847","Ladywood"
"220","anti-social-behaviour","On or near Digbeth","2017-11","52.475487","-1.888094","Nechells"
"221","anti-social-behaviour","On or near Broad Street","2017-11","52.476514","-1.912590","Ladywood"
"222","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.474554","-1.900463","Ladywood"
"223","anti-social-behaviour","On or near St Marks Crescent","2017-11","52.481669","-1.918293","Ladywood"
"224","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.484795","-1.892164","Nechells"
"225","anti-social-behaviour","On or near Nightclub","2017-11","52.474757","-1.896959","Nechells"
"226","anti-social-behaviour","On or near Bus/coach Station","2017-11","52.479129","-1.899746","Ladywood"
"227","anti-social-behaviour","On or near Parking Area","2017-11","52.472895","-1.895079","Nechells"
"228","anti-social-behaviour","On or near Waterloo Street","2017-11","52.480173","-1.900745","Ladywood"
"229","anti-social-behaviour","On or near Parking Area","2017-11","52.475494","-1.896280","Nechells"
"230","anti-social-behaviour","On or near Shopping Area","2017-11","52.479224","-1.895697","Ladywood"
"231","anti-social-behaviour","On or near Temple Row West","2017-11","52.480918","-1.899742","Ladywood"
"232","anti-social-behaviour","On or near Summer Lane","2017-11","52.491741","-1.899128","Aston"
"233","anti-social-behaviour","On or near Cox Street","2017-11","52.486388","-1.905311","Ladywood"
"234","anti-social-behaviour","On or near Claybrook Street","2017-11","52.473434","-1.895018","Nechells"
"235","anti-social-behaviour","On or near Nightclub","2017-11","52.475316","-1.898415","Nechells"
"236","anti-social-behaviour","On or near Powell Street","2017-11","52.483753","-1.915919","Ladywood"
"237","anti-social-behaviour","On or near Mason Way","2017-11","52.471323","-1.907389","Ladywood"
"238","anti-social-behaviour","On or near Bus/coach Station","2017-11","52.479129","-1.899746","Ladywood"
"239","anti-social-behaviour","On or near Shopping Area","2017-11","52.480054","-1.898419","Ladywood"
"240","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"241","anti-social-behaviour","On or near Nightclub","2017-11","52.474394","-1.914670","Ladywood"
"242","anti-social-behaviour","On or near St Martin's Street","2017-11","52.473388","-1.915894","Ladywood"
"243","anti-social-behaviour","On or near Scotland Street","2017-11","52.481251","-1.911550","Ladywood"
"244","anti-social-behaviour","On or near St Chad's Circus Queensway","2017-11","52.485125","-1.899570","Aston"
"245","anti-social-behaviour","On or near Parade","2017-11","52.481753","-1.909267","Ladywood"
"246","anti-social-behaviour","On or near Beak Street","2017-11","52.476550","-1.901636","Ladywood"
"247","anti-social-behaviour","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"248","anti-social-behaviour","On or near Shopping Area","2017-11","52.482067","-1.897796","Ladywood"
"249","anti-social-behaviour","On or near Shopping Area","2017-11","52.481371","-1.893689","Ladywood"
"250","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"251","anti-social-behaviour","On or near Heath Mill Lane","2017-11","52.476038","-1.882483","Nechells"
"252","anti-social-behaviour","On or near New Street","2017-11","52.479273","-1.899834","Ladywood"
"253","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.482263","-1.895969","Ladywood"
"254","anti-social-behaviour","On or near Stephenson Street","2017-11","52.478743","-1.900586","Ladywood"
"255","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.475237","-1.900241","Ladywood"
"256","anti-social-behaviour","On or near Shopping Area","2017-11","52.472381","-1.893740","Nechells"
"257","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.479878","-1.892382","Ladywood"
"258","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"259","anti-social-behaviour","On or near Bath Street","2017-11","52.486543","-1.896357","Aston"
"260","anti-social-behaviour","On or near Rickman Drive","2017-11","52.470239","-1.901253","Ladywood"
"261","anti-social-behaviour","On or near Mosborough Crescent","2017-11","52.493051","-1.906445","Aston"
"262","anti-social-behaviour","On or near Finstall Close","2017-11","52.487398","-1.878536","Nechells"
"263","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"264","anti-social-behaviour","On or near Parking Area","2017-11","52.482404","-1.892847","Ladywood"
"265","anti-social-behaviour","On or near New Meeting Street","2017-11","52.480049","-1.893280","Ladywood"
"266","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.478199","-1.894919","Ladywood"
"267","anti-social-behaviour","On or near Navigation Street","2017-11","52.477845","-1.902119","Ladywood"
"268","anti-social-behaviour","On or near Parking Area","2017-11","52.472891","-1.901291","Ladywood"
"269","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"270","anti-social-behaviour","On or near Macdonald Street","2017-11","52.470303","-1.892229","Nechells"
"271","anti-social-behaviour","On or near Parking Area","2017-11","52.474235","-1.895841","Nechells"
"272","anti-social-behaviour","On or near Temple Row","2017-11","52.480611","-1.898815","Ladywood"
"273","anti-social-behaviour","On or near Frederick Street","2017-11","52.485611","-1.911969","Ladywood"
"274","anti-social-behaviour","On or near New Meeting Street","2017-11","52.480049","-1.893280","Ladywood"
"275","anti-social-behaviour","On or near Bissell Street","2017-11","52.469009","-1.892674","Nechells"
"276","anti-social-behaviour","On or near Upper Marshall Street","2017-11","52.474602","-1.905115","Ladywood"
"277","anti-social-behaviour","On or near Nightclub","2017-11","52.475571","-1.914403","Ladywood"
"278","anti-social-behaviour","On or near St Chad's Circus Queensway","2017-11","52.485125","-1.899570","Aston"
"279","anti-social-behaviour","On or near Nightclub","2017-11","52.475571","-1.914403","Ladywood"
"280","anti-social-behaviour","On or near Islington Row","2017-11","52.472174","-1.915970","Edgbaston"
"281","anti-social-behaviour","On or near Shopping Area","2017-11","52.482067","-1.897796","Ladywood"
"282","anti-social-behaviour","On or near Pedestrian Subway","2017-11","52.486610","-1.891688","Nechells"
"283","anti-social-behaviour","On or near Gas Street","2017-11","52.476745","-1.909469","Ladywood"
"284","anti-social-behaviour","On or near Shopping Area","2017-11","52.481417","-1.894661","Ladywood"
"285","anti-social-behaviour","On or near Shopping Area","2017-11","52.481371","-1.893689","Ladywood"
"286","anti-social-behaviour","On or near Bissell Street","2017-11","52.469009","-1.892674","Nechells"
"287","anti-social-behaviour","On or near Bridge Street","2017-11","52.477230","-1.907819","Ladywood"
"288","anti-social-behaviour","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"289","bicycle-theft","On or near Further/higher Educational Building","2017-11","52.481092","-1.903261","Ladywood"
"290","bicycle-theft","On or near Newhall Street","2017-11","52.482783","-1.904597","Ladywood"
"291","bicycle-theft","On or near Oozells Street","2017-11","52.477251","-1.912118","Ladywood"
"292","bicycle-theft","On or near Scotland Street","2017-11","52.481251","-1.911550","Ladywood"
"293","bicycle-theft","On or near Conference/exhibition Centre","2017-11","52.475540","-1.897605","Nechells"
"294","bicycle-theft","On or near Shopping Area","2017-11","52.482067","-1.897796","Ladywood"
"295","bicycle-theft","On or near New Street","2017-11","52.479273","-1.899834","Ladywood"
"296","bicycle-theft","On or near Pinfold Street","2017-11","52.478888","-1.901469","Ladywood"
"297","bicycle-theft","On or near Parking Area","2017-11","52.484538","-1.907288","Ladywood"
"298","bicycle-theft","On or near Mary Ann Street","2017-11","52.485632","-1.904075","Ladywood"
"299","bicycle-theft","On or near Shopping Area","2017-11","52.478130","-1.898659","Ladywood"
"300","bicycle-theft","On or near Pedestrian Subway","2017-11","52.477784","-1.893786","Ladywood"
"301","bicycle-theft","On or near Alcester Street","2017-11","52.471519","-1.884615","Nechells"
"302","bicycle-theft","On or near Conference/exhibition Centre","2017-11","52.479343","-1.898111","Ladywood"
"303","bicycle-theft","On or near Hurst Street","2017-11","52.473615","-1.896181","Nechells"
